year	month	day	max_wind_gust	xwser	avg_wind_speed	awser	avg_wind_dir	awder	sol_rad	soler	max_air_temp	xater	min_air_temp	nater	avg_air_temp	aater	max_rel_hum	xrher	min_rel_hum	nrher	avg_rel_hum	arher	avg_dewpt_temp	adper	precip	pcer	pot_evapot	pevaper	max_soiltemp_4in_sod	xst4soder	min_soiltemp_4in_sod	nst4soder	avg_soiltemp_4in_sod	ast4soder	max_soiltemp_8in_sod	xst8soder	min_soiltemp_8in_sod	nst8soder	avg_soiltemp_8in_sod	ast8soder	max_soiltemp_4in_bare	xst4bareer	min_soiltemp_4in_bare	nst4bareer	avg_soiltemp_4in_bare	ast4bareer	max_soiltemp_2in_bare	xst2bareer	min_soiltemp_2in_bare	nst2bareer	avg_soiltemp_2in_bare	ast2bareer	site
			mph		mph		deg		MJ/m*m		degF		degF		degF		%		%		%		degF		in		in		degF		degF		degF		degF		degF		degF		degF		degF		degF		degF		degF		degF		
2023	5	18	18.1		9.2		127.0		28.0		77.4		44.8		61.5		88.1		30.2		53.5		42.9		0.00		0.24		74.2		59.6		65.9		68.9		60.0		64.0		82.3		58.4		69.1		94.9		51.2		70.0		ste
2023	5	19	26.4		11.7		273.6		9.2		74.2		51.8		64.0		83.4		43.2		63.8		51.2		0.00		0.12		68.3		61.7		64.7		67.2		61.3		63.7		72.3		61.8		67.1		72.4	M	58.1	M	65.1	M	ste
2023	5	20	21.3		6.9		226.7		29.8		70.6		46.0		56.9		82.6		37.3		62.0		43.3		0.00		0.20		72.9		58.5		64.7		67.9		59.1		62.9		80.9		56.4		67.4		86.4		52.5		67.6		ste
2023	5	21	16.9		5.4		250.9		31.2		79.6		47.1		65.6		76.9		21.4		43.8		41.4		0.00		0.26		75.1		58.9		66.1		69.4		59.4		63.9		87.1		59.3		71.7		93.4		55.5		72.6		ste
2023	5	22	15.4		5.6		99.3		29.4		82.8		50.1		69.3		76.6		20.6		44.8		45.3		0.00		0.26		76.4		61.2		68.0		70.7		60.9		65.4		89.7		63.4		75.2		95.9		60.1		76.2		ste
2023	5	23	16.0		4.8		123.1		29.2		86.1		53.3		71.1		74.4		22.0		45.5		47.3		0.00		0.26		78.3		62.6		69.6		72.5		62.5		66.9		91.9		65.9		77.6		98.4		37.4		78.7		ste
2023	5	24	25.7		10.2		52.4		29.0		81.5		55.7		67.5		76.7		31.8		53.3		49.0		0.00		0.26		77.9		64.1		70.2		73.0		63.7		67.9		88.9		68.1		77.4		94.2		65.0		77.5		ste
2023	5	25	25.5		12.0		55.4		28.0		68.8		45.3		57.3		72.1		25.9		46.0		36.1		0.00		0.23		74.9		62.8		68.0		71.2		63.4		67.0		82.9		64.7		72.8		87.3		61.0		71.8		ste
2023	5	26	28.7		10.0		56.5		31.8		76.3		41.1		59.8		87.4		16.6		46.2		36.6		0.00		0.27		76.3		60.6		67.5		71.6		61.7		66.2		85.4		60.5		71.6		90.8		56.5		71.4		ste
2023	5	27	20.1		8.5		68.7		28.4		79.6		48.3		65.0		64.6		18.9		37.9		37.4		0.00		0.27		77.0		61.7		68.4		72.1		62.3		66.8		86.2		62.1		73.3		92.2		58.1		73.5		ste
2023	5	28	20.6		6.4		56.1		24.9		81.6		55.3		69.4		58.7		21.6		39.1		42.3		0.00		0.24		77.6		63.9		69.9		72.9		63.8		67.9		87.7		66.1		75.9		93.6		63.8		76.6		ste
2023	5	29	23.4		5.5		51.0		29.8		87.1		52.8		71.8		69.9		18.2		40.0		44.3		0.00		0.28		81.0		64.6		71.8		75.1		64.4		69.2		94.0		67.2		79.3		101.3		64.5		80.7		ste
2023	5	30	14.9		5.5		118.9		22.9		90.4		56.5		75.7		69.0		23.3		44.3		51.1		0.00		0.23		79.9		66.6		72.6		75.3		66.1		70.3		92.3		70.4		80.5		97.3		68.0		81.6		ste
2023	5	31	26.5		7.6		144.7		19.3		89.3		64.3		74.6		85.1		35.3		67.0		62.2		0.27		0.18		79.0		68.0		73.1		74.8		67.4		70.8		89.4		72.8		79.2		94.8		70.2		78.9		ste
2023	6	1	25.1		5.2		125.7		17.8		86.7		63.3		73.2		90.6		42.6		72.9		63.5		0.19		0.16		78.4		67.7		73.0		74.7		67.3		70.8		83.2		68.5		75.4		87.9		65.4		74.7		ste
2023	6	2	18.8		7.0		65.6		30.5		90.3		62.7		77.7		90.2		24.9		51.9		56.5		0.00		0.29		84.8		67.7		75.3		78.4		67.5		72.1		93.5		67.6		78.6		99.7		64.7		79.6		ste
2023	6	3	22.6		9.1		40.4		29.2		89.8		62.1		76.6		77.9		27.6		51.5		55.7		0.00		0.29		85.0		69.0		76.0		79.0		69.1		73.5		95.5		69.7		81.2		101.8		67.0		82.1		ste
2023	6	4	23.7		10.3		51.5		26.6		82.0		57.7		71.5		80.9		23.9		50.1		50.5		0.00		0.26		82.9		69.8		75.3		78.1		69.6		73.5		91.5		72.1		80.4		95.9		69.4		80.3		ste
2023	6	5	16.0		5.2		62.4		22.7		83.8		50.6		68.4		86.8		22.5		47.4		45.3		0.00		0.21		80.1		66.7		72.5		76.0		67.8		71.5		89.3		67.2		76.6		93.8		63.0		76.3		ste
2023	6	6	22.9		6.7		176.0		18.7		86.3		56.6		70.2		81.0		24.5		54.6		51.5		0.01		0.19		79.7		66.8		72.6		75.0		67.5		70.9		87.4		68.5		77.0		91.0		65.6		76.8		ste
2023	6	7	20.0		7.8		87.1		28.0		77.6		52.5		65.4		81.2		23.8		50.8		44.6		0.00		0.25		82.4		67.7		73.7		77.0		67.7		71.6		90.1		68.4		77.6		96.0		65.6		77.6		ste
2023	6	8	18.2		5.9		103.0		30.9		77.1		47.6		62.7		77.5		19.3		46.7		40.0		0.00		0.26		81.8		65.2		72.7		76.5		66.5		71.0		91.3		65.1		76.8		97.8		60.9		76.7		ste
2023	6	9	15.3		4.6		130.9		30.9		80.5		47.2		65.3		71.9		24.4		46.9		43.1		0.00		0.25		82.8		64.9		73.0		76.7		66.3		71.0		92.8		65.6		77.7		98.9		60.8		78.0		ste
2023	6	10	20.5		5.1		202.1		31.1		84.9		53.7		71.7		70.2		21.9		41.6		45.4		0.00		0.20		83.6		66.6		74.0		77.5		66.9		71.7		94.1		68.3		79.8		100.8		64.3		80.6		ste
2023	6	11	24.7		11.8		93.2		9.0		67.3		50.4		59.8		93.3		50.6		78.8		52.9		0.09		0.08		76.1		66.2		71.2		74.7		67.9		70.7		81.2		64.5		72.8		79.0		59.8		70.0		ste
2023	6	12	21.8		9.3		312.3		26.0		69.3		49.2		59.8		89.3		34.1		59.3		44.5		0.00		0.20		76.7		63.7		69.5		72.9		64.8		68.4		81.6		61.3		70.2		85.5		57.5		69.8		ste
2023	6	13	27.9		10.6		282.6		12.1		73.3		56.0		64.2		92.4		46.8		69.2		53.4		0.11		0.13		73.4		64.9		68.7		71.2		65.2		68.0		75.9		64.7		69.8		78.1		61.9		68.4		ste
2023	6	14	12.5		5.0		224.1		24.8		80.4		56.0		68.0		89.8		49.4		72.1		58.2		0.00		0.20		79.2		64.1		71.2		74.3		64.5		68.8		85.9		63.1		73.4		91.8		59.7		74.1		ste
2023	6	15	23.1		9.4		152.2		22.5		88.0		51.7		67.9		97.5		29.5		67.8		55.0		0.00		0.22		80.0		66.4		72.5		75.2		66.4		70.4		86.6		67.0		75.7		91.7		63.8		75.8		ste
2023	6	16	18.5		7.2		62.7		23.7		72.1		48.6		59.6		93.9		52.7		75.7		51.4		0.00		0.18		79.3		65.4		71.3		74.7		66.0		69.9		85.2		64.7		73.5		90.1		60.9		73.0		ste
2023	6	17	12.3		4.1		132.5		30.0		83.0		46.5		66.4		98.4		31.8		65.3		52.3		0.00		0.24		82.3		64.2		72.4		76.2		65.6		70.3		91.7		64.0		76.4		99.0		59.7		77.4		ste
2023	6	18	21.3		7.5		126.5		27.6		84.9		55.9		71.7		85.7		34.0		57.6		54.7		0.00		0.25		83.5		67.7		74.6		77.6		67.5		72.0		92.2		69.2		79.4		98.9		65.8		80.2		ste
2023	6	19	20.1		9.6		55.6		26.2		86.2		63.6		75.1		68.8		27.9		49.7		54.2		0.00		0.27		83.7		69.3		75.6		78.2		69.1		73.1		91.9		71.5		80.2		97.6		68.6		81.0		ste
2023	6	20	21.6		10.2		35.5		29.7		89.0		57.7		75.0		83.7		38.3		56.8		57.7		0.00		0.29		86.3		69.2		76.9		80.1		69.3		74.1		94.0		70.6		81.2		100.5		67.4		82.2		ste
2023	6	21	29.4		11.9		63.6		30.3		89.2		66.5		77.3		76.8		30.2		56.8		59.6		0.00		0.29		87.2		71.5		78.3		81.2		70.9		75.4		95.1		72.9		82.7		101.5		70.6		83.9		ste
2023	6	22	21.7		7.6		42.1		24.2		85.8		66.5		75.1		76.6		31.1		55.6		57.5		0.00		0.24		86.1		72.4		78.7		80.8		71.9		76.0		91.8		74.0		82.6		97.8		71.7		83.3		ste
2023	6	23	16.6		5.1		185.9		27.0		87.7		61.4		74.4		84.5		34.1		58.3		57.5		0.00		0.24		88.6		72.7		79.6		81.9		72.1		76.5		96.3		74.8		84.0		102.3		57.5		85.2		ste
2023	6	24	17.6		4.3		152.8		29.5		91.1		58.1		76.6		89.5		27.4		55.2		57.2		0.00		0.27		89.7		72.1		80.0		82.9		72.0		76.9		99.2		73.5		85.0		106.4		70.3		86.5		ste
2023	6	25	44.4		17.0		140.9		28.7		88.8		66.2		75.8		97.5		37.4		68.0		63.2		0.06		0.28		87.1		74.7		80.1		82.1		73.8		77.5		92.4		76.6		83.6		98.1		74.2		84.1		ste
2023	6	26	29.4		13.6		279.9		10.7		75.8		65.3		69.8		87.4		62.5		76.3		61.9		0.00		0.12		80.6		73.1		76.4		79.8		72.4		75.2		83.3		73.6		78.0		83.8		70.6		76.7		ste
2023	6	27	16.5		7.0		275.8		22.2		77.3	M	55.7	M	67.4		93.1	M	54.0	M	74.3		58.4		0.00		0.18		84.3		70.1		76.2		80.2		70.5		74.5		89.9		69.4		78.3		96.6		66.1		79.1		ste
2023	6	28	24.6		5.8		155.5		19.1		82.2		50.9		68.0		94.8		37.3		66.1		54.8		0.00		0.18		81.8		69.5		75.3		81.2		70.7		74.3		89.6		70.0		78.6		94.1		67.8		80.1		ste
2023	6	29	44.6		10.1		185.8		11.8		84.4		62.6		70.5		96.9		65.1		84.5		65.3		0.92		0.11		81.2		71.1		74.9		78.4		71.5		74.2		86.9		71.7		77.7		93.7		70.1		78.4		ste
2023	6	30	32.4		5.1		193.1		18.6		83.0		60.1		72.9		98.1		63.3		86.0		68.2		0.00		0.15		81.3		68.7		75.3		78.7		70.3		74.1		84.5		68.4		76.6		89.9		66.9		78.1		ste
2023	7	1	26.1		4.3		169.3		15.4		83.0		67.3		73.7		97.6		59.9		87.1		69.3		1.50		0.13		82.9		72.3		76.9		79.9		72.4		75.5		86.6		72.8		78.6		91.0		72.6		80.1		ste
2023	7	2	18.7		7.2		254.5		13.4		79.6		66.7		71.3		98.0		71.8		89.1		67.8		0.16		0.11		81.5		74.1		77.3		79.4		73.7		76.2		83.1		73.9		77.8		85.4		73.2		78.7		ste
2023	7	3	11.4		5.4		239.8		30.0		86.7		63.4		75.4		87.5		48.7		69.9		64.4		0.00		0.26		88.1		72.4		79.2		83.0		72.8		77.0		97.3		70.0		81.7		105.0		68.7		84.7		ste
2023	7	4	13.7		3.7		192.4		29.5		89.1		64.2		77.1		97.7		41.7		75.0		67.5		0.01		0.25		89.3		74.6		81.1		84.6		74.6		79.0		102.5		74.3		86.8		111.3		72.2		90.0		ste
2023	7	5	38.3		6.9		157.7		23.9		89.7		68.0		76.5		97.5		57.7		83.6		70.6		0.45		0.21		89.3		76.2		81.5		86.0		76.0		79.9		102.4		78.2		87.5		111.3		77.0		89.4		ste
2023	7	6	16.2		7.0		311.4		23.8		80.7		62.0		71.7		97.5		52.0		80.4		64.8		0.00		0.20		87.9		76.0		80.9		84.7		76.1		79.7		94.8		76.7		83.7		101.1		75.3		84.8		ste
2023	7	7	13.2		4.4		278.3		29.6		79.4		56.8		68.7		91.4		44.9		74.0		59.3		0.01		0.24		87.6		73.6		79.9		84.1		74.7		78.9		99.0		70.1		83.5		105.9		68.7		85.5		ste
2023	7	8	22.4		4.9		182.8		15.0		72.8		57.7		65.6		97.5		65.4		86.7		61.3		0.78		0.12		82.0		74.3		77.6		82.2		75.0		77.6		85.6		73.1		78.6		85.5		70.2		78.0		ste
2023	7	9	12.8		4.4		276.0		29.4		80.3		54.4		68.6		97.8		43.9		74.5		59.0		0.00		0.24		84.8		71.2		77.2		81.5		72.6		76.5		93.1		67.9		79.2		100.7		65.5		81.0		ste
2023	7	10	14.6		5.1		227.2		30.8		81.3		54.9		69.7		96.9		47.9		74.8		60.4		0.00		0.18		85.1		71.7		77.6		81.4		73.0		76.9		97.1		70.3		82.4		105.0		68.0		84.5		ste
2023	7	11	24.0		6.5		184.0		28.1		86.1		58.2		72.8		96.1		51.0		78.2		64.8		0.00		0.24		85.4		72.8		78.4		82.3		73.7		77.4		98.5		73.5		84.9		106.6		71.9		87.1		ste
2023	7	12	25.2		10.1		166.8		13.2		81.9		59.0		69.9		97.8		59.2		84.7		64.7		1.13		0.12		80.5		72.5		76.4		81.1		73.5		76.5		87.2		74.4		79.2		86.3		72.7		78.9		ste
2023	7	13	15.3		4.1		200.3		18.6		77.0		61.9		67.6		96.0		62.9		84.8		62.6		0.00		0.15		82.4		72.4		76.4		79.8		72.8		75.8		87.4		70.9		77.6		93.2		70.0		78.7		ste
2023	7	14	28.2		6.3		203.6		28.8		87.0		61.3		74.7		97.8		55.7		82.3		68.3		0.32		0.24		85.8		72.3		78.3		82.1		73.0		76.9		98.1		71.6		83.1		105.5		70.2		85.8		ste
2023	7	15	32.3		7.2		238.2		25.3		81.9		62.6		72.9		98.2		60.8		82.0		66.6		1.03		0.21		85.2		74.3		78.9		82.4		74.8		78.1		90.1		75.5		81.8		93.7		74.4		82.5		ste
2023	7	16	17.8		5.2		264.0		20.1		80.2		61.0		70.4		95.6		60.7		82.0		64.4		0.00		0.17		83.3		73.8		78.1		81.5		74.6		77.7		88.0		71.4		79.2		92.6		69.7		80.0		ste
2023	7	17	12.7		5.4		294.4		22.8		76.8		59.3		69.0		92.1		52.1		76.1		60.6		0.00		0.19		82.9		73.3		77.5		81.0		74.3		77.2		91.0		71.4		80.0		96.0		69.7		81.4		ste
2023	7	18	10.9		4.0		233.1		28.2		78.9		54.6		67.8		95.8		44.6		71.8		57.6		0.00		0.22		83.6		71.8		76.9		80.8		73.0		76.5		95.4		70.6		81.6		102.4		68.7		83.5		ste
2023	7	19	9.1		3.2		133.2		28.7		81.1		53.9		69.1		95.5		41.6		72.3		58.9		0.00		0.23		84.5		71.7		77.4		81.2		72.9		76.6		97.9		72.1		83.7		106.1		70.0		85.9		ste
2023	7	20	25.0		8.5		263.6		24.9		85.7		64.7		74.6		97.9		47.8		76.1		65.8		0.00		0.22		84.4		74.3		78.4		81.5		74.4		77.5		97.6		77.7		85.9		104.1		77.6		88.0		ste
2023	7	21	13.2		5.0		225.5		24.7		79.1		56.1		67.7		93.4		50.5		75.8		59.3		0.00		0.20		82.6		72.7		77.0		79.8		73.6		76.2		92.5	M	74.8	M	82.2	M	101.5	M	72.7	M	82.9	M	ste
2023	7	22	11.3		3.0		249.8		26.1		80.8		53.1		68.0		96.6		36.2		73.7		58.2		0.00		0.21		82.3		70.8		75.9		78.8		71.1		74.6		91.7		69.9		80.1		99.5		66.3		81.3		ste
2023	7	23	17.0		3.9		216.4		27.5		82.7		59.9		71.2		96.2		50.0		78.0		63.2		0.07		0.22		83.9		71.9		76.9		79.7		71.6		75.1		93.8		72.1		81.5		103.3		65.5		83.4		ste
2023	7	24	10.0		3.0		168.8		26.6		84.2		61.7		73.1		96.9		48.5		76.8		64.5		0.00		0.22		85.0		72.7		78.0		80.5		72.4		75.9		95.7		73.7		83.6		104.9		71.3		85.8		ste
2023	7	25	16.4		5.9		86.1		27.7		86.1		60.2		74.6		97.5		50.0		77.1		66.1		0.00		0.24		85.4		72.9		78.4		80.3		72.5		76.1		96.4		74.5		84.3		104.9		71.7		86.3		ste
2023	7	26	26.2		8.7		188.7		19.1		88.4		69.2		79.0		95.7		61.2		81.8		72.6		0.00		0.17		83.7		75.2		78.9		80.5		73.9		76.7		92.6		77.8		83.9		98.2		75.7		85.2		ste
2023	7	27	12.1		4.6		93.6		28.8		91.9		68.5		81.0		97.8		51.7		79.2		73.2		0.00		0.25		88.9		74.9		80.9		82.5		73.9		77.7		101.5		76.6		87.4		111.2		74.8		90.7		ste
2023	7	28	44.7		9.5		143.3		25.7		91.5		69.5		80.5		97.3		62.2		82.0		74.2		0.42		0.22		87.9		77.4		81.9		83.5		75.8		79.0		98.1		79.9		87.7		106.4		78.0		89.5		ste
2023	7	29	18.5		5.0		165.6		21.7		82.6		60.5		72.4		97.6		59.2		82.4		66.3		0.10		0.18		86.9		76.5		80.7		82.7		75.8		78.8		91.6		76.1		82.4		97.0		72.7		82.0		ste
2023	7	30	18.4		5.1		234.8		29.2		79.9		58.4		70.0		95.9		51.2		76.7		61.8		0.00		0.23		85.1		73.9		78.9		82.1		74.0		77.7		93.7		70.9		81.5		102.7		67.0		82.6		ste
2023	7	31	8.6		2.5		121.8		26.5		81.3		56.3		69.2		96.0		44.2		72.9		59.1		0.00		0.21		84.7		72.8		78.1		80.8		73.3		76.7		94.6		71.6		82.1		102.4		67.7		83.2		ste
2023	8	1	14.5		5.1		74.0		24.9		81.6		56.8		69.6		95.4		47.8		75.9		60.8		0.00		0.21		84.1		72.7		77.6		80.0		72.5		75.9		93.4		72.5		82.0		101.3		68.9		83.0		ste
2023	8	2	19.2		6.2		119.1		21.7		80.1		58.6		70.2		95.2		55.2		79.2		62.9		0.00		0.18		82.5		72.7		77.1		79.3		72.5		75.6		91.0		73.0		81.2		97.4		69.7		81.9		ste
2023	8	3	8.9		2.6		116.6		26.7		84.1		66.4		73.9		95.3		50.8		77.3		65.7		0.00		0.22		85.6		73.9		78.7		81.1		73.1		76.5		97.6		75.3		84.5		106.4		73.9		86.9		ste
2023	8	4	12.3		4.5		117.8		25.1		87.4		62.6		74.8		98.0		49.9		74.7		65.4		0.00		0.22		85.8		73.8		79.0		81.4		73.4		77.0		97.6		75.6		85.4		105.5		73.4		87.2		ste
2023	8	5	26.9		11.8		41.4		4.0		69.8		63.7		67.3		96.4		84.7		92.4		65.0		2.27		0.04		81.1		71.9		75.5		79.7		71.9		75.1		86.5		70.9		76.8		82.8		68.3		74.4		ste
2023	8	6	25.1		7.6		191.2		11.8		76.2		63.5		68.9		96.5		68.9		86.1		64.4		0.04		0.10		78.8		71.1		74.3		76.7		71.0		73.4		79.9		68.7		73.5		82.5		66.6		73.1		ste
2023	8	7	19.3		6.8		199.5		15.0		75.5		60.9		68.2		97.0		66.3		86.3		63.7		0.16		0.12		78.8		72.1		74.9		76.8		71.5		73.8		79.5		69.2		73.4		82.3		66.9		73.0		ste
2023	8	8	16.7		4.2		242.9		23.0		80.2		55.2		68.8		98.0		55.6		83.6		63.1		0.00		0.18		80.3		70.1		74.8		77.8		70.4		73.7		82.4		65.8		73.8		88.0		62.2		74.0		ste
2023	8	9	15.4		3.1		202.8		13.1		78.4		57.8		67.7		98.5		64.1		89.8		64.3		0.25		0.10		79.4		71.4		75.0		77.1		71.2		73.9		81.0		67.4		73.5		86.6		64.2		73.3		ste
2023	8	10	14.8		6.2		265.1		21.1		80.9		63.6		71.0		97.9		61.0		85.0		65.9		0.00		0.13		81.2		72.4		76.0		78.6		71.7		74.6		83.6		69.0		75.2		87.9		67.2		76.0		ste
2023	8	11	23.1		6.8		212.2		13.9		82.7		62.1		71.7		97.9		63.6		87.1		67.3		0.09		0.12		79.8		72.7		75.7		78.0		72.2		74.7		80.5		69.2		74.1		84.1		66.7		73.8		ste
2023	8	12	21.1		6.9		261.0		26.2		82.5		65.2		73.4		98.5		51.6		80.6		66.5		0.00		0.21		82.7		72.6		76.9		79.6		72.1		75.2		89.6		69.8		78.1		98.6		68.1		80.0		ste
2023	8	13	11.2		3.5		192.9		15.3		80.7		59.8		71.5		96.7		55.5		82.5		65.5		0.00		0.13		80.9		72.3		76.3		78.5		72.4		75.2		85.0		69.5		76.7		90.5		66.1		77.1		ste
2023	8	14	25.3		9.3		197.5		9.3		75.8		61.4		68.3		95.2		67.4		87.6		64.4		0.03		0.08		78.8		72.5		75.5		78.2		72.5		74.7		78.6		69.4		73.7		80.7		65.7		72.7		ste
2023	8	15	20.5		8.2		249.2		16.0		75.1		55.0		65.6		95.8		58.5		82.7		59.9		0.01		0.12		78.2		70.8		73.8		76.7		71.2		73.5		80.3		66.8		72.4		87.8		64.1		72.4		ste
2023	8	16	12.8		4.5		221.5		27.3		77.8		51.3		65.5		98.0		46.7		77.1		57.1		0.00		0.21		79.5		68.3		73.3		76.9		69.3		72.7		89.0		64.3		75.3		98.1		60.2		76.7		ste
2023	8	17	23.7		9.7		270.9		19.8		78.6		55.7		66.6		93.2		42.6		76.3		58.3		0.16		0.17		78.0		69.6		73.1		76.4		69.9		72.8		83.4		68.2		74.1		89.3		65.3		73.8		ste
2023	8	18	9.8		3.7		260.2		24.1		76.6		52.1		63.6		93.6		45.8		76.5		55.3		0.00		0.18		78.0		68.0		72.5		75.6		68.9		72.0		86.2		64.0		74.0		93.9		59.7		74.7		ste
2023	8	19	23.9		8.8		155.8		24.6		80.6		53.8		67.5		95.9		58.0		80.8		60.9		0.00		0.19		78.2		67.8		72.5		75.6		68.5		71.6		87.8		66.1		75.7		95.8		63.1		77.0		ste
2023	8	20	12.4		4.7		110.4		22.6		88.3		63.6		76.0		96.9		65.5		83.7		70.4		0.00		0.19		82.3		70.6		75.7		78.2		70.1		73.4		93.1		70.6		80.4		102.3		69.0		83.3		ste
2023	8	21	16.8		6.1		47.1		20.9		87.0		66.4		75.3		94.7		66.6		84.9		70.3		0.00		0.18		83.6		73.7		77.8		79.5		72.4		75.4		94.1		74.8		82.6		102.5		73.8		84.8		ste
2023	8	22	11.9		5.4		98.6		22.8		86.7		65.2		76.2		97.3		69.2		87.4		72.0		0.00		0.19		84.6		73.6		78.5		80.4		72.8		76.1		94.6		73.9		82.9		103.2		72.3		85.2		ste
2023	8	23	19.0		7.5		227.2		22.6		93.5		70.0		82.2		98.0		64.2		85.7		77.1		0.00		0.20		85.3		75.2		79.6		81.8		74.0		77.4		95.7		76.6		85.0		104.7		59.7		87.5		ste
2023	8	24	20.7		8.0		235.0		24.8		94.5		72.5		84.4		97.8		60.4		81.8		77.8		0.00		0.22		87.0		76.9		81.2		83.4		75.5		78.9		99.0		78.2		87.2		107.1		76.8		89.8		ste
2023	8	25	14.6		4.7		68.2		22.3		85.6		69.2		77.6		96.4		65.8		83.7		72.0		0.00		0.18		87.2		77.7		81.7		83.3		76.4		79.4		97.4		79.5		87.0		105.5		78.1		88.9		ste
2023	8	26	22.7		8.4		62.0		13.1		76.6		63.0		70.2		97.8		67.0		83.9		64.9		0.00		0.11		83.0		75.3		78.7		81.8		74.9		77.7		87.4		76.0		81.3		91.4		73.4		80.8		ste
2023	8	27	17.1		7.6		37.4		25.5		78.4		57.9		66.9		95.1		37.2		73.3		57.0		0.00		0.20		82.5		73.0		76.7		79.5		72.9		75.8		91.3		71.8		79.7		99.0		69.5		80.4		ste
2023	8	28	11.2		2.8		113.7		23.6		78.9		51.3		65.2		96.9		41.5		74.7		55.7		0.00		0.18		81.1		70.5		75.1		78.0		71.1		74.3		90.2		69.0		78.3		98.5		64.9		78.9		ste
2023	8	29	20.9		6.2		157.7		18.3		81.0		51.1		67.0		97.0		55.8		79.5		60.0		0.00		0.15		78.5		69.0		73.5		76.6		70.0		73.0		85.1		68.8		76.7		91.1		64.8		76.7		ste
2023	8	30	19.4		7.6		42.2		22.8		72.2		50.3		61.4		97.7		50.7		76.8		53.3		0.00		0.17		77.5		69.5		72.7		75.9		69.7		72.2		85.3		68.3		75.5		91.1		64.6		75.3		ste
2023	8	31	15.1		6.0		52.7		25.7		76.0		47.5		62.1		95.7		39.0		71.3		51.6		0.00		0.20		78.1		66.6		71.5		74.5		67.5		70.7		87.4		65.1		74.6		95.3		60.2		75.2		ste
2023	9	1	12.8		5.5		94.6		25.4		81.6		52.8		65.6		95.1		42.2		73.5		55.9		0.00		0.20		79.5		67.2		72.4		75.3		67.6		71.0		88.8		66.7		76.4		98.4		62.9		77.6		ste
2023	9	2	17.7		5.3		133.0		24.9		87.0		50.4		68.7		97.8		28.8		72.3		57.5		0.00		0.21		79.0		66.9		72.4		75.3		67.4		71.0		89.2		67.2		77.2		97.8		63.6		78.4		ste
2023	9	3	21.3		7.4		150.8		23.8		89.2		61.6		74.6		98.3		40.9		77.9		66.2		0.00		0.21		80.7		69.0		74.1		76.5		68.6		72.0		91.1		69.9		79.1		98.9		67.6		81.1		ste
2023	9	4	20.1		6.6		50.7		20.7		90.6		61.4		75.7		98.5		50.5		81.5		68.8		0.00		0.18		81.8		70.3		75.4		77.5		69.7		73.1		91.1		72.1		80.4		100.2		69.3		82.4		ste
2023	9	5	21.9		10.0		13.2		14.6		84.4		66.8		75.2		96.8		55.5		79.9		68.1		0.01		0.14		80.0		72.5		76.1		77.3		71.4		74.0		86.9		74.3		80.0		93.1		72.4		81.0		ste
2023	9	6	23.6		10.5		170.2		13.9		77.6		65.3		71.2		95.8		57.5		83.1		65.5		0.28		0.12		79.2		72.1		75.4		77.2		71.9		74.0		82.9		71.8		77.3		86.8		69.4		77.1		ste
2023	9	7	20.3		6.8		142.5		7.2		70.1		63.1		66.3		94.1		73.3		85.5		61.8		0.00		0.07		76.5		70.7		73.2		75.6		70.4		72.4		77.5		69.3		72.9		79.7		67.1		72.2		ste
2023	9	8	18.0		5.4		147.3		8.7		69.3		56.4		63.2		95.0		66.1		85.7		58.7		0.00		0.07		75.5		69.3		72.1		74.4		69.2		71.4		76.8		67.7		71.7		79.7		63.6		71.0		ste
2023	9	9	13.9		5.5		38.1		20.6		75.9		48.3		62.3		96.4		45.0		75.9		53.7		0.00		0.16		76.6		66.9		71.0		73.4		67.4		70.2		83.3		63.2		71.8		89.6		59.6		72.2		ste
2023	9	10	13.2		3.7		131.6		22.6		81.4		46.3		62.9		98.1		36.1		72.3		52.2		0.00		0.13		76.9		64.8		70.2		73.1		65.8		69.3		86.0		62.3		72.8		95.0		57.7		73.8		ste
2023	9	11	15.6		4.0		128.4		6.6		70.9		56.5		63.2		97.3		64.1		84.4		58.3		0.50		0.06		73.7		67.4		70.1		72.2		67.2		69.3		75.7		67.4		71.1		77.6		64.9		70.4		ste
2023	9	12	15.3		6.3		251.0		15.3		71.7		48.2		60.1		97.4		44.3		80.6		53.4		0.02		0.11		73.5		66.6		69.4		71.4		66.5		68.7		74.6		63.7		68.3		78.4		58.1		67.0		ste
2023	9	13	18.1		4.9		205.6		21.7		72.5		44.4		57.8		97.4		37.6		75.0		48.5		0.00		0.16		73.1		62.4		67.2		70.3		63.9		66.9		79.4		57.9		67.3		87.1		52.9		67.3		ste
2023	9	14	15.3		4.8		37.3		21.4		72.8		42.8		59.2		98.1		37.4		71.2		48.5		0.00		0.16		72.4		61.7		66.6		69.7		63.1		66.2		80.0		58.2		67.8		88.1		53.1		68.1		ste
2023	9	15	14.9		4.2		76.5		22.7		78.5		49.8		62.6		92.7		31.8		67.3		49.9		0.00		0.17		74.1		62.8		67.6		70.9		63.5		66.7		83.2		60.1		70.0		92.3		55.9		71.1		ste
2023	9	16	13.4		3.4		133.5		9.1		73.1		49.9		60.9		93.2		43.4		78.7		53.6		0.00		0.08		70.9		63.1		66.7		69.5		63.6		66.2		74.1		62.2		67.7		78.0		59.0		67.1		ste
